signal,pearson_with_false_acceptance,spearman_with_false_acceptance,average_precision
original_cc_ogb_lower_bound,-0.11637205434695327,-0.1438234930593239,0.5569340231491934
risk_cc_plus_debt,0.14642524318460692,0.11510460087361901,0.6120975404823282
risk_audit_weighted,0.12888549439422636,0.10707116764963306,0.6168836802054796
specification_debt_signal,0.44853476114194596,0.4485347611419462,0.6120975404823282
